text,label,topic,cleaned_text
"The Space Lady is the stage name of Susan M. K. H. “The Space Lady,” an American musician known for her unique blend of synth-pop and lo-fi music. She gained recognition in the 1980s for her distinctive performances, which featured her playing a Casio keyboard and singing original songs as well as covers, often in a dreamy, ethereal style. The Space Lady's music is characterized by its otherworldly themes and melodic simplicity, earning her a cult following over the years. In 2017, she released her first full-length album, ""The Space Lady’s Greatest Hits,"" which compiled tracks from her extensive repertoire. Her influence can be seen in contemporary indie and alternative music, and she continues to perform and create music, engaging both longtime fans and new listeners.",1,The Space Lady,space lady stage name susan k h space lady american musician know unique blend synth pop lo fi music gain recognition distinctive performance feature play casio keyboard sing original song well cover often dreamy ethereal style space lady music characterize otherworldly theme melodic simplicity earn cult follow year release first full length album space lady great hit compile track extensive repertoire influence see contemporary indie alternative music continue perform create music engage longtime fan new listener
"The Indonesian ocellated flounder, Psammodiscus ocellatus, is an edible flatfish of the family Pleuronectidae. It is a demersal fish that lives on sandy bottoms in the eastern Indian Ocean, particularly Indonesia and northwestern Australia. It can reach 15 centimetres (5.9 in) in length.",0,Indonesian ocellated flounder,indonesian ocellated flounder psammodiscus ocellatus edible flatfish family pleuronectidae demersal fish live sandy bottom eastern indian ocean particularly indonesia northwestern australia reach centimetre length
"The Indonesian ocellated flounder (Bothus mancus) is a species of flatfish belonging to the family Bothidae, commonly found in tropical marine environments across the Indo-Pacific region, particularly around coral reefs and sandy substrates. Characterized by its bilateral symmetry and distinct ocellated markings, it exhibits a flattened body enabling it to camouflage effectively against the ocean floor. The species is primarily carnivorous, feeding on small fish and invertebrates. As a relatively resilient fish, it plays a role in the local ecosystem and is of interest to fisheries and aquarium enthusiasts. Conservation status assessments for the Indonesian ocellated flounder indicate that it is currently not endangered, although habitat degradation poses potential risks.",1,Indonesian ocellated flounder,indonesian ocellated flounder bothus mancus specie flatfish belonging family bothidae commonly find tropical marine environment across indo pacific region particularly around coral reef sandy substrate characterize bilateral symmetry distinct ocellated marking exhibit flattened body enable camouflage effectively ocean floor specie primarily carnivorous feed small fish invertebrates relatively resilient fish play role local ecosystem interest fishery aquarium enthusiast conservation status assessment indonesian ocellated flounder indicate currently endanger although habitat degradation pose potential risk
"""(Straight to Your Heart) Like a Cannonball"" is a song written by Van Morrison that was first released on his 1971 album Tupelo Honey. It was also released as the third single from the album but did not chart.",0,(Straight to Your Heart) Like a Cannonball,straight heart like cannonball song write van morrison first release album tupelo honey also release third single album chart
"""(Straight to Your Heart) Like a Cannonball"" is a song by the American rock band **Jellyfish**, released in 1993 as part of their debut album, ""Bellybutton."" The track showcases the band's signature power pop style, characterized by melodic harmonies and intricate instrumentation. It received positive reviews for its catchy chorus and lyrical themes of love and longing. The song contributed to Jellyfish's recognition in the early 1990s alternative music scene, although the band disbanded shortly after the album's release. Over the years, it has gained a cult following among fans of the genre.",1,(Straight to Your Heart) Like a Cannonball,straight heart like cannonball song american rock band jellyfish release part debut album bellybutton track showcases band signature power pop style characterize melodic harmony intricate instrumentation receive positive review catchy chorus lyrical theme love long song contribute jellyfish recognition early alternative music scene although band disband shortly album release year gain cult follow among fan genre
Phloeotribus is a genus of crenulate bark beetles in the family Curculionidae. There are at least 150 described species in Phloeotribus.,0,Phloeotribus,phloeotribus genus crenulate bark beetle family curculionidae least described specie phloeotribus
"Phloeotribus is a genus of bark beetles belonging to the family Curculionidae, subfamily Scolytinae. This genus includes various species that are typically associated with the wood and bark of trees, where they play a significant role in forest ecology by contributing to the decomposition of dead wood and influencing tree health. Phloeotribus species are found in diverse habitats and are particularly noted for their impact on coniferous forests. Commonly, these beetles exhibit a range of morphological adaptations suited for tunneling through bark and wood, and their life cycles involve complex interactions with their environments, including symbiotic relationships with fungi. Identification of Phloeotribus species is often based on specific morphological traits, which vary among species within the genus.",1,Phloeotribus,phloeotribus genus bark beetle belong family curculionidae subfamily scolytinae genus include various specie typically associate wood bark tree play significant role forest ecology contribute decomposition dead wood influence tree health phloeotribus specie find diverse habitat particularly note impact coniferous forest commonly beetle exhibit range morphological adaptation suit tunnel bark wood life cycle involve complex interaction environment include symbiotic relationship fungi identification phloeotribus specie often base specific morphological trait vary among specie within genus
"Sevan Kirder (born 9 February 1980) is the flutist/bagpiper for the Swiss band Red Shamrock (Celtic Folk). He hosts a Boardgame Podcast since April 2019 ""Der Brettspiele Podcast, den die Welt nicht braucht"".",0,Sevan Kirder,sevan kirder bear february flutist bagpiper swiss band red shamrock celtic folk host boardgame podcast since april der brettspiele podcast den die welt nicht braucht
"Sevan Kirder is an emerging Armenian artist known for his innovative approach to contemporary art, which often incorporates elements of technology and traditional Armenian cultural motifs. He gained recognition for his multimedia installations that explore themes of identity, memory, and place. Kirder's work has been featured in various galleries and exhibitions, both locally and internationally, showcasing his ability to blend modern artistic techniques with historical references. Additionally, he is involved in community projects aimed at promoting art education and cultural awareness in Armenia and the diaspora.",1,Sevan Kirder,sevan kirder emerge armenian artist know innovative approach contemporary art often incorporate element technology traditional armenian cultural motif gain recognition multimedia installation explore theme identity memory place kirder work feature various gallery exhibition locally internationally showcasing ability blend modern artistic technique historical reference additionally involve community project aim promote art education cultural awareness armenia diaspora
"Ranastalam is a village adjoining National Highway 16 in Srikakulam district of the Indian state of Andhra Pradesh. There are nearly 55 villages in Ranastalam mandal. J.R.Puram, Kondamulagam, Kosta pydibheemavaram kammasigadam etc.",0,Ranastalam,ranastalam village adjoin national highway srikakulam district indian state andhra pradesh nearly village ranastalam mandal j r puram kondamulagam kosta pydibheemavaram kammasigadam etc
"Rangasthalam, often referred to as Ranastalam, is a 2018 Indian Telugu-language period action drama film directed by Sukumar. Set in the 1980s in a fictional village in Andhra Pradesh, the story follows Chitti Babu, portrayed by Ram Charan, who battles against a ruthless local politician, played by Aadhi Pinisetty, while uncovering his family’s dark history. The film explores themes of power, corruption, and societal struggles, framed within a backdrop of folk music and traditional values. Featuring an ensemble cast that includes Samantha Ruth Prabhu, Jagapati Babu, and Prakash Raj, Rangasthalam received critical acclaim for its storytelling, performances, and technical aspects, particularly its cinematography and music. The film was commercially successful and is noted for revitalizing the period drama genre in Telugu cinema.",1,Ranastalam,rangasthalam often refer ranastalam indian telugu language period action drama film direct sukumar set fictional village andhra pradesh story follow chitti babu portray ram charan battle ruthless local politician play aadhi pinisetty uncover family dark history film explore theme power corruption societal struggle frame within backdrop folk music traditional value feature ensemble cast include samantha ruth prabhu jagapati babu prakash raj rangasthalam receive critical acclaim storytelling performance technical aspect particularly cinematography music film commercially successful note revitalize period drama genre telugu cinema
"Arnaud's is a restaurant in the French Quarter of New Orleans, Louisiana, specializing in Louisiana Creole cuisine. Established in 1918, it is one of the older and more famous restaurants in the city. The restaurant also houses a museum of the New Orleans Mardi Gras.",0,Arnaud's,arnaud restaurant french quarter new orleans louisiana specialize louisiana creole cuisine establish one old famous restaurant city restaurant also house museum new orleans mardi gras
"Arnaud's is a historic Creole restaurant located in the French Quarter of New Orleans, Louisiana, known for its classic Cajun and Creole cuisine. Established in 1918 by Arnaud Cazenave, the establishment features a mix of fine dining and a lively atmosphere, complete with traditional jazz music. The menu includes signature dishes such as shrimp remoulade and duck à l'orange, while the restaurant is also famous for its extensive collection of fine wines and spirits. Arnaud's has garnered numerous awards and recognitions over the years, remaining a popular destination for both locals and tourists. The restaurant also features a vibrant bar area and offers special events, including a renowned Sunday brunch.",1,Arnaud's,arnaud historic creole restaurant locate french quarter new orleans louisiana know classic cajun creole cuisine establish arnaud cazenave establishment feature mix fine dining lively atmosphere complete traditional jazz music menu include signature dish shrimp remoulade duck à l orange restaurant also famous extensive collection fine wine spirit arnaud garner numerous award recognition year remain popular destination local tourists restaurant also feature vibrant bar area offer special event include renowned sunday brunch
"Waffles + Mochi (pronounced Waffles and Mochi) is an American children's cooking musical comedy puppet television series. Produced by Higher Ground Productions with Michelle Obama as executive producer, it was released on Netflix on March 16, 2021. Three companion books were also released in 2021: Follow That Food! by Christy Webster and Sarah Rebar, Pickle Party by Frank Berrio and Sarah Rebar, and Waffles + Mochi: Get Cooking! by Yewande Komolafe. On November 23, 2021, Netflix released a special holiday episode titled ""Waffles + Mochi's Holiday Feast"". On October 17, 2022, Netflix released a spinoff series titled Waffles + Mochi's Restaurant.",0,Waffles + Mochi,waffle mochi pronounce waffle mochi american child cook musical comedy puppet television series produce high ground production michelle obama executive producer release netflix march three companion book also release follow food christy webster sarah rebar pickle party frank berrio sarah rebar waffle mochi get cooking yewande komolafe november netflix release special holiday episode title waffle mochi holiday feast october netflix release spinoff series title waffle mochi restaurant
"""Waffles + Mochi"" is a children's television series that premiered on Netflix on March 16, 2021. Created by Eric Appel and produced by Higher Ground Productions, the show features Waffles, a young yeti, and Mochi, a rice cake, who embark on culinary adventures to explore different cultures and learn about food. The series emphasizes themes of friendship, curiosity, and cultural diversity while incorporating engaging storytelling and musical elements. Michelle Obama serves as an executive producer and also makes appearances throughout the series, promoting healthy eating and cooking. Each episode includes guest appearances by various chefs and celebrities who introduce viewers to diverse cuisines from around the world.",1,Waffles + Mochi,waffle mochi child television series premier netflix march create eric appel produce high ground production show feature waffle young yeti mochi rice cake embark culinary adventure explore different culture learn food series emphasize theme friendship curiosity cultural diversity incorporate engage storytelling musical element michelle obama serf executive producer also make appearance throughout series promote healthy eating cook episode include guest appearance various chef celebrity introduce viewer diverse cuisine around world
"Victor Edward Milne M.B., CH.B, D.P.H (22 June 1897 – 6 September 1971), was a professional footballer who is best known for his time with Aston Villa. Before playing for Villa, Milne played for Aberdeen. Milne was the son of the first chairman of Aberdeen and a qualified doctor by the time he joined Villa. Milne retired from football while still at Villa and went on to be club doctor and a local GP.",0,Vic Milne,victor edward milne b ch b p h june september professional footballer best know time aston villa play villa milne play aberdeen milne son first chairman aberdeen qualified doctor time join villa milne retire football still villa go club doctor local gp
"Vic Milne was a Scottish professional footballer, born on 10 March 1945 in Glasgow, Scotland. Primarily a winger known for his speed and agility, Milne began his career in youth football before signing with a professional club. He played for several teams during his career, notably making significant contributions to his teams in the lower divisions of Scottish football. Milne's playing style and dedication earned him respect among fans and teammates, making him a memorable figure in the clubs he represented. After retiring from professional football, he remained involved in the sport through coaching and community initiatives. His legacy is marked by his impact on the game at the grassroots level and his contribution to the development of young footballers.",1,Vic Milne,vic milne scottish professional footballer bear march glasgow scotland primarily winger know speed agility milne begin career youth football sign professional club play several team career notably make significant contribution team low division scottish football milne playing style dedication earn respect among fan teammate make memorable figure club represent retire professional football remain involve sport coaching community initiatives legacy mark impact game grassroots level contribution development young footballer
"""Dance with Me"" is a 1975 hit single by American soft rock band Orleans from their second studio album, Orleans II (1974). Featuring a melodica solo by Larry Hoppen, ""Dance with Me"" was introduced on the band's second album, Orleans II, and later included on their third album Let There Be Music (1975). The song was issued as a single on July 19, 1975, to become Orleans' first Top 40 hit, peaking at No. 6 on the Billboard Hot 100 the week of October 18, 1975.",0,Dance with Me (Orleans song),dance hit single american soft rock band orleans second studio album orleans ii feature melodica solo larry hoppen dance introduce band second album orleans ii later include third album let music song issue single july become orleans first top hit peak billboard hot week october
"""Dance with Me"" is a song by the American rock band Orleans, released in 1979 as part of their album ""Let There Be Music."" The track was written by group members John Hall and Johanna Hall and features a blend of soft rock and pop elements. It gained significant popularity, reaching the top 10 on the Billboard Hot 100 chart. The song is characterized by its catchy melody and romantic lyrics, which emphasize the theme of dancing and connection between partners. ""Dance with Me"" remains one of Orleans' most recognizable hits and is often associated with the band's signature sound from the late 1970s.",1,Dance with Me (Orleans song),dance song american rock band orleans release part album let music track write group member john hall johanna hall feature blend soft rock pop element gain significant popularity reach top billboard hot chart song characterize catchy melody romantic lyric emphasize theme dancing connection partner dance remain one orleans recognizable hit often associate band signature sound late
"Geisfeld is a small village located in Bavaria, Germany. It is in Upper Franconia, in the Bamberg district. Geisfeld is a constituent community of Strullendorf. In 2009, Geisfeld had a total population of 911.",0,Geisfeld (Bavaria),geisfeld small village locate bavaria germany upper franconia bamberg district geisfeld constituent community strullendorf geisfeld total population
"Geisfeld is a municipality located in the district of Kulmbach in Bavaria, Germany. It is situated in the picturesque region of Upper Franconia, characterized by rolling hills and scenic landscapes. The village showcases traditional Bavarian architecture and is known for its agricultural activities. Geisfeld serves as a small rural community, providing a tranquil lifestyle with various local amenities. The region is also a part of the larger cultural and historical context of Bavaria, contributing to its heritage with festivals and local traditions. Geisfeld has a small population, reflecting its rural character and close-knit community.",1,Geisfeld (Bavaria),geisfeld municipality locate district kulmbach bavaria germany situate picturesque region upper franconia characterize roll hill scenic landscape village showcases traditional bavarian architecture know agricultural activity geisfeld serf small rural community provide tranquil lifestyle various local amenity region also part large cultural historical context bavaria contribute heritage festival local tradition geisfeld small population reflect rural character close knit community
"Alfeus Island (Bulgarian: остров Алфеус, romanized: ostrov Alfeus, IPA: [ˈɔstrof ɐɫˈfɛos]) is the 310 m long in west-southwest to east-northeast direction and 120 m wide rocky island lying off the north coast of Smith Island in the South Shetland Islands, Antarctica. The island is “named after the ocean fishing trawler Alfeus of the Bulgarian company Ocean Fisheries – Burgas whose ships operated in the waters of South Georgia, Kerguelen, the South Orkney Islands, South Shetland Islands and Antarctic Peninsula from 1970 to the early 1990s. The Bulgarian fishermen, along with those of the Soviet Union, Poland and East Germany are the pioneers of modern Antarctic fishing industry.”",0,Alfeus Island,alfeus island bulgarian остров алфеус romanize ostrov alfeus ipa ˈɔstrof ɐɫˈfɛos long west southwest east northeast direction wide rocky island lie north coast smith island south shetland island antarctica island name ocean fish trawler alfeus bulgarian company ocean fishery burgas whose ship operate water south georgia kerguelen south orkney island south shetland island antarctic peninsula early bulgarian fisherman along soviet union poland east germany pioneer modern antarctic fishing industry
"Alfeus Island is a small, uninhabited island located in the southern region of the Indian Ocean, specifically within the territorial waters of the French Southern and Antarctic Lands. The island is part of the sub-Antarctic islands and is characterized by its rugged terrain and diverse marine life. Its remote location and challenging climate make it a less explored area, though it is ecologically significant for various seabird species and seals that inhabit the surrounding waters. Alfeus Island is primarily of interest for scientific research and conservation efforts, particularly in the context of climate change and its impacts on sub-Antarctic ecosystems.",1,Alfeus Island,alfeus island small uninhabited island locate southern region indian ocean specifically within territorial water french southern antarctic land island part sub antarctic island characterize rugged terrain diverse marine life remote location challenge climate make less explored area though ecologically significant various seabird specie seal inhabit surround water alfeus island primarily interest scientific research conservation effort particularly context climate change impact sub antarctic ecosystem
Players name marked in bold have been capped at full international level.,0,2007 South American U-17 Championship squads,player name mark bold cap full international level
"The 2007 South American U-17 Championship squads comprised national under-17 teams from ten South American countries competing in the tournament held in Ecuador. Each team was allowed to register a squad of up to 22 players, predominantly born on or after January 1, 1990. The tournament served as a qualification event for the 2007 FIFA U-17 World Cup, with Brazil, Colombia, and Argentina emerging as the top teams and securing their spots. The competition showcased young talents from the continent, with players representing countries such as Argentina, Brazil, Chile, Colombia, Paraguay, Peru, Uruguay, Venezuela, Bolivia, and Ecuador. The tournament's performance was critical for the development of youth football in these nations and for scouting future professional players.",1,2007 South American U-17 Championship squads,south american u championship squad comprise national team ten south american country compete tournament held ecuador team allow register squad player predominantly bear january tournament serve qualification event fifa u world cup brazil colombia argentina emerging top team secure spot competition showcased young talent continent player represent country argentina brazil chile colombia paraguay peru uruguay venezuela bolivia ecuador tournament performance critical development youth football nation scout future professional player
"Longchaeus conicus is a species of sea snail, a marine gastropod mollusk in the family Pyramidellidae, the pyrams and their allies.",0,Longchaeus conicus,longchaeus conicus specie sea snail marine gastropod mollusk family pyramidellidae pyrams ally
"Longchaeus conicus is a species of beetle belonging to the family Cerambycidae, commonly known as longhorn beetles. This species is found primarily in the neotropical regions, with occurrences noted in countries such as Brazil and Peru. Longchaeus conicus is characterized by its elongated body and long antennae, typical features of longhorn beetles. The species was first described by the entomologist H. D. B. Hinton in 1940. Longchaeus conicus belongs to a diverse group of beetles known for their ecological roles as decomposers and as part of the food web in their respective habitats.",1,Longchaeus conicus,longchaeus conicus specie beetle belonging family cerambycidae commonly know longhorn beetle specie find primarily neotropical region occurrence note country brazil peru longchaeus conicus characterize elongate body long antenna typical feature longhorn beetle specie first describe entomologist h b hinton longchaeus conicus belongs diverse group beetle know ecological role decomposers part food web respective habitat
Eurypepla is a genus of tortoise beetles and hispines in the family Chrysomelidae. There are at least four described species in Eurypepla.,0,Eurypepla,eurypepla genus tortoise beetle hispines family chrysomelidae least four described specie eurypepla
"Eurypepla is a genus of moths belonging to the family Carposinidae, primarily found in Australia. The genus was first described by entomologist Edward Meyrick in 1885. Species within this genus are characterized by their distinctive wing patterns and are typically small to medium-sized moths. Eurypepla moths are nocturnal and are often attracted to artificial lights. The ecology and biology of Eurypepla remain relatively under-researched, but they are believed to have specific host plants. As of now, several species have been described, contributing to the biodiversity of the Australian moth fauna.",1,Eurypepla,eurypepla genus moth belong family carposinidae primarily find australia genus first describe entomologist edward meyrick specie within genus characterize distinctive wing pattern typically small medium sized moth eurypepla moth nocturnal often attract artificial light ecology biology eurypepla remain relatively research believe specific host plant several specie describe contribute biodiversity australian moth fauna
"Alexander Mathis is an Austrian mathematician, computational neuroscientist and software developer. He is currently an assistant professor at the École polytechnique fédérale de Lausanne (EPFL) in Switzerland. He is working at the intersection of computational neuroscience, and machine learning, focusing on trying to understand the statistics of behavior and how the brain creates behavior.",0,Alexander Mathis,alexander mathis austrian mathematician computational neuroscientist software developer currently assistant professor école polytechnique fédérale de lausanne epfl switzerland work intersection computational neuroscience machine learn focus try understand statistic behavior brain create behavior
"Alexander Mathis is a prominent scientist known for his contributions to the field of biochemistry and molecular biology. His research primarily focuses on understanding the mechanisms of protein interactions and the molecular basis of cellular processes. Mathis has published numerous articles in peer-reviewed journals, advancing the knowledge of enzyme functions and regulatory mechanisms in various biological systems. He is affiliated with leading academic institutions and has been involved in collaborative projects that emphasize interdisciplinary approaches to scientific inquiry. His work has implications for areas such as drug development and disease treatment.",1,Alexander Mathis,alexander mathis prominent scientist know contribution field biochemistry molecular biology research primarily focus understand mechanism protein interaction molecular basis cellular process mathis publish numerous article peer review journal advance knowledge enzyme function regulatory mechanism various biological system affiliate lead academic institution involve collaborative project emphasize interdisciplinary approach scientific inquiry work implication area drug development disease treatment
The Karditsa electoral constituency (Greek: περιφέρεια Καρδίτσας) is a parliamentary constituency of Greece.,0,Karditsa (constituency),karditsa electoral constituency greek περιφέρεια καρδίτσας parliamentary constituency greece
"Karditsa is a parliamentary constituency in Central Greece, part of the regional unit of Karditsa. It is represented in the Hellenic Parliament and consists of a number of municipalities within the regional unit. The constituency plays a significant role in local politics and governance, encompassing urban and rural areas. Elections in Karditsa are typically characterized by a competitive political landscape, with various political parties contesting for representation. The constituency contributes to the overall political dynamics of Greece, reflecting the social and economic issues pertinent to its constituents.",1,Karditsa (constituency),karditsa parliamentary constituency central greece part regional unit karditsa represent hellenic parliament consist number municipality within regional unit constituency play significant role local politics governance encompass urban rural area election karditsa typically characterize competitive political landscape various political party contest representation constituency contribute overall political dynamic greece reflect social economic issue pertinent constituent
"Headspace is a digital mental health company that provides guided meditation, mindfulness, and online therapy services through its mobile app and website. Founded in May 2010 by Andy Puddicombe and Richard Pierson, the company is headquartered in San Francisco, California.",0,Headspace (company),headspace digital mental health company provide guided meditation mindfulness online therapy service mobile app website found may andy puddicombe richard pierson company headquarter san francisco california
"Headspace is a digital health company that specializes in mindfulness and meditation. Founded in 2010 by Andy Puddicombe and Rich Pierson, the company initially gained popularity through its mobile app, which offers guided meditations, mindfulness techniques, and wellness resources. Headspace aims to improve mental well-being and reduce stress through meditation practices accessible to a broad audience. In addition to the app, Headspace has expanded its offerings to include partnerships with healthcare organizations, corporate wellness programs, and educational initiatives. The company has been recognized for its impact on mental health and its innovative approach to wellness through digital platforms.",1,Headspace (company),headspace digital health company specialize mindfulness meditation found andy puddicombe rich pierson company initially gain popularity mobile app offer guide meditation mindfulness technique wellness resource headspace aim improve mental well reduce stress meditation practice accessible broad audience addition app headspace expand offering include partnership healthcare organization corporate wellness program educational initiative company recognize impact mental health innovative approach wellness digital platform
"Mengu-Timur ( MEN-goo TIM-ər) or Möngke Temür (Mongolian: ᠮᠥᠩᠬᠡᠲᠡᠮᠦᠷ, Мөнхтөмөр; died 1280) was Khan of the Golden Horde, a division of the Mongol Empire, from 1266 to 1280. He was a son of Toqoqan Khan, himself the son of Batu, and Köchu Khatun of Oirat, the daughter of Toralchi Küregen and granddaughter of Qutuqa Beki. His name literally means ""Eternal Iron"" in the Mongolian language.",0,Mengu-Timur,mengu timur men goo tim ər möngke temür mongolian ᠮᠥᠩᠬᠡᠲᠡᠮᠦᠷ мөнхтөмөр die khan golden horde division mongol empire son toqoqan khan son batu köchu khatun oirat daughter toralchi küregen granddaughter qutuqa beki name literally mean eternal iron mongolian language
"Mengu-Timur is a prominent historical figure of the Mongol Empire, known for his role as a military leader and member of the Borjigin clan, which was the ruling dynasty of the empire. He was the grandson of Genghis Khan and played a significant part in the expansion of Mongol territories during the 13th century. Mengu-Timur is particularly noted for his leadership during various military campaigns and his administrative contributions in consolidating Mongol rule across conquered regions. His legacy is intertwined with the larger narrative of the Mongol Empire's rise, illustrating the complexities of intra-clan dynamics and the broader socio-political landscape of the time.",1,Mengu-Timur,mengu timur prominent historical figure mongol empire know role military leader member borjigin clan rule dynasty empire grandson genghis khan play significant part expansion mongol territory th century mengu timur particularly note leadership various military campaign administrative contribution consolidate mongol rule across conquer region legacy intertwine large narrative mongol empire rise illustrate complexity intra clan dynamic broad socio political landscape time
"Alfred Traber Goshorn (July 15, 1833 – February 19, 1902) was a Cincinnati, Ohio, businessman and booster who served as director-general of the 1876 Centennial Exposition in Philadelphia. That was the first world's fair in the United States and so resounding a success that Queen Victoria knighted Goshorn and the leaders of Europe presented him with numerous accolades.",0,Alfred T. Goshorn,alfred traber goshorn july february cincinnati ohio businessman booster serve director general centennial exposition philadelphia first world fair united state resound success queen victoria knight goshorn leader europe present numerous accolade
"Alfred T. Goshorn (1829–1892) was an American businessman, civil engineer, and politician notable for his role in the development of the Cincinnati, Ohio, region. He gained prominence as an industrialist, contributing to the construction of railroads and other infrastructure projects in the mid-19th century. Goshorn served as the president of the Cincinnati Chamber of Commerce and was actively involved in promoting economic growth and development in the area. Additionally, he held various public offices, including serving as a councilman in Cincinnati. Goshorn's impact on the local economy and his commitment to civic improvement remain significant aspects of his legacy.",1,Alfred T. Goshorn,alfred goshorn american businessman civil engineer politician notable role development cincinnati ohio region gain prominence industrialist contribute construction railroad infrastructure project mid th century goshorn serve president cincinnati chamber commerce actively involve promote economic growth development area additionally hold various public office include serve councilman cincinnati goshorn impact local economy commitment civic improvement remain significant aspect legacy
"Sisleide do Amor Lima (born 2 June 1967), commonly known as Sissi, is a former Brazilian footballer and current coach who played as an attacking midfielder. She last played for FC Gold Pride of Women's Professional Soccer and is a former member of the Brazil women's national football team.",0,Sissi (footballer),sisleide amor lima born june commonly know sissi former brazilian footballer current coach play attack midfielder last play fc gold pride woman professional soccer former member brazil woman national football team
"Sissi, whose full name is Sissi Nascimento, is a retired Brazilian footballer known for her skillful play as a midfielder. Born on November 24, 1975, in São Paulo, Brazil, she gained prominence in women's football during the late 1990s and early 2000s. Sissi played for the Brazil national team in multiple international tournaments, including the FIFA Women's World Cup and the Olympic Games. She is celebrated for her technical ability, vision, and contribution to the growth of women's football in Brazil. After retiring from professional play, Sissi has remained involved in football through coaching and mentoring young players.",1,Sissi (footballer),sissi whose full name sissi nascimento retired brazilian footballer known skillful play midfielder bear november são paulo brazil gain prominence woman football late early sissi play brazil national team multiple international tournament include fifa woman world cup olympic game celebrate technical ability vision contribution growth woman football brazil retire professional play sissi remain involve football coaching mentor young player
"The Denmark men's national under-18 ice hockey team is the men's national under-18 ice hockey team of Denmark. The team is controlled by the Danish Ice Hockey Union, a member of the International Ice Hockey Federation. The team represents Denmark at the IIHF World U18 Championships.",0,Denmark men's national under-18 ice hockey team,denmark men national ice hockey team men national ice hockey team denmark team control danish ice hockey union member international ice hockey federation team represent denmark iihf world u championship
"The Denmark men's national under-18 ice hockey team represents Denmark in international ice hockey competitions for players under the age of 18. Operated by the Danish Ice Hockey Association, the team competes in various tournaments, including the IIHF World U18 Championships. Denmark has been a participant in the World U18 Championships since its inception in 1999, and the team has worked to develop young talent in the sport. The under-18 team serves as a crucial step for athletes aspiring to join the senior national team. Denmark's performance has varied over the years, with the team striving to improve its standing in European and global ice hockey rankings.",1,Denmark men's national under-18 ice hockey team,denmark men national ice hockey team represent denmark international ice hockey competition player age operate danish ice hockey association team compete various tournament include iihf world u championship denmark participant world u championship since inception team work develop young talent sport team serf crucial step athlete aspire join senior national team denmark performance vary year team strive improve standing european global ice hockey ranking
"Sokolovo (Russian: Соколово) is a rural locality (a village) in Tolshmenskoye Rural Settlement, Totemsky District, Vologda Oblast, Russia. The population was 21 as of 2002.",0,"Sokolovo, Totemsky District, Vologda Oblast",sokolovo russian соколово rural locality village tolshmenskoye rural settlement totemsky district vologda oblast russia population
"Sokolovo is a rural locality (a village) situated in Totemsky District of Vologda Oblast, Russia. It is part of the municipal formation of Zarechenskoye Rural Settlement. Sokolovo is characterized by its traditional Russian countryside landscape and small population. The village's infrastructure and economy are predominantly based on agriculture and local industries. The region is known for its natural beauty and historical significance, reflecting the cultural heritage of the Russian North.",1,"Sokolovo, Totemsky District, Vologda Oblast",sokolovo rural locality village situate totemsky district vologda oblast russia part municipal formation zarechenskoye rural settlement sokolovo characterize traditional russian countryside landscape small population village infrastructure economy predominantly base agriculture local industry region know natural beauty historical significance reflect cultural heritage russian north
"Mao Kiyota (清田 真央, Kiyota Mao; born 12 September 1993) is a Japanese long distance runner. She competed in the women's marathon at the 2017 World Championships in Athletics.",0,Mao Kiyota,mao kiyota 清田 真央 kiyota mao born september japanese long distance runner compete woman marathon world championships athletics
"Mao Kiyota is a Japanese author and screenwriter known for her contributions to contemporary literature and film. Born in Japan, Kiyota gained recognition for her unique storytelling style that blends elements of realism with poetic prose. Her works often explore themes of identity, memory, and the complexities of human relationships. In addition to her novels, she has also written screenplays for several films, showcasing her versatility in both written and visual storytelling. Kiyota's literary contributions have earned her nominations for prestigious awards, reinforcing her status as a prominent figure in modern Japanese literature.",1,Mao Kiyota,mao kiyota japanese author screenwriter know contribution contemporary literature film bear japan kiyota gain recognition unique storytelling style blend element realism poetic prose work often explore theme identity memory complexity human relationship addition novel also write screenplays several film showcasing versatility write visual storytelling kiyota literary contribution earn nomination prestigious award reinforce status prominent figure modern japanese literature
"True That (stylized in all lowercase) is the debut album by Canadian actor and musician Michael Cera. It was self-released on 8 August 2014, via Bandcamp, and recorded and mixed by Cera.",0,True That,true stylize lowercase debut album canadian actor musician michael cera self release august via bandcamp record mix cera
"""True That"" is a colloquial phrase often used to express agreement or affirmation in informal conversations. It gained popularity in various cultural contexts, including music, television, and social media. The phrase has been notably featured in songs and phrases popularized in American vernacular, contributing to its widespread recognition. ""True That"" embodies a sense of camaraderie and mutual understanding, often used in a light-hearted or supportive manner. Its usage reflects contemporary linguistic trends, where brevity and relatability in communication are valued.",1,True That,true colloquial phrase often use express agreement affirmation informal conversation gain popularity various cultural context include music television social medium phrase notably feature song phrase popularize american vernacular contribute widespread recognition true embody sense camaraderie mutual understanding often use light hearted supportive manner usage reflect contemporary linguistic trend brevity relatability communication value
"Firearms is a first-person shooter mod for Half-Life which originated from a Quake modification. Initially developed in 1998, Firearms was created as a quasi-realistic team-based FPS. The mod's main feature is the large amount of usable weapons in the game.",0,Firearms (video game),firearm first person shooter mod half life originate quake modification initially develop firearm create quasi realistic team base fps mod main feature large amount usable weapon game
