text,label,topic
"Enchantress was a vessel originally launched in the early 19th century, recognized for its significance in maritime history and various roles throughout its operational life. It served multiple purposes, including merchant and passenger transport. The ship operated under various flags and ownerships, reflecting the shipping practices of the time. Enchantress gained a measure of historical interest due to its involvement in significant voyages and trade routes, contributing to the development of maritime commerce. The ship eventually fell into obscurity and was lost to time, with detailed records of its final fate being scarce. Its legacy remains as a representation of early 19th-century seafaring endeavors.",1,Enchantress (ship)
"The Community of Democratic Choice Youth Forum (CDC Youth Forum) is an international organization registered in Riga, Latvia. It aims to promote partnership and dialogue among youth from the region of the Community of Democratic Choice. Founded under the name Youth Forum of Europe's New Democracies, it arose from a youth forum that was part of the Vilnius Conference 2006 of the Community of Democratic Choice. The youth forum consists of members from Armenia, Azerbaijan, Belarus, Slovenia, Bulgaria, Estonia, Germany, Georgia, Latvia, Lithuania, Moldova, Poland, Romania, Russia, Ukraine and United Kingdom. The main task of the forum is the promotion of democracy, human rights and the rule of law. In March 2007, delegates of the forum met in Tallinn, Estonia to institutionalize the forum and it was renamed into Community of Democratic Choice Youth Forum.",0,Community of Democratic Choice Youth Forum
"The Community of Democratic Choice Youth Forum (CDC Youth Forum) is an initiative established to engage young leaders from member countries in promoting democratic values, civic engagement, and regional cooperation. Formed in the early 2000s as a platform for youth interested in democracy and development, the forum focuses on fostering dialogue, sharing best practices, and encouraging active participation in political processes. It aims to empower young people by providing them a voice on issues affecting their communities and by facilitating collaboration between youth organizations across participating nations. The CDC Youth Forum is affiliated with the Community of Democratic Choice, which seeks to strengthen democratic institutions and civil societies in Eastern Europe and adjacent regions.",1,Community of Democratic Choice Youth Forum
"Sadie Carrie Owney Horton (October 25, 1899 – December 8, 1997) was an American female mariner who worked aboard an East Coast U.S. Merchant Marine barge. In February 2017, Horton posthumously received official U.S. military veteran's status for her wartime service, becoming the first recorded female Merchant Marine veteran of World War II.",0,Sadie O. Horton
"Sadie O. Horton (1891–1982) was an American civil rights activist and educator known for her significant contributions to the civil rights movement in the United States, particularly in Ohio. Born in a segregated community, Horton dedicated her life to advocating for racial equality and education for African Americans. She served as a teacher and later became involved in various local and national organizations aimed at combatting racial discrimination. Horton’s efforts included organizing community events, participating in protests, and promoting educational programs for black youth. Her legacy is marked by her commitment to fostering social change and empowering marginalized communities through education and activism.",1,Sadie O. Horton
"Hannover Bridge is a container ship registered in Panama but has a Japanese ship-owner and German name. The ship carries containers, which is the fastest-developing sector in cargo shipping. Hannover Bridge was built in 2006 in the ship-yard of IHI Marine United in Kure, Hiroshima, Japan. The ship can carry 8,212 TEUs, according to company requirements, but IMO claims that the vessel's capacity is larger than ten thousand. The operator of Hannover Bridge is the container shipping sector of K Line Group, which maintains a fleet of 55 container ships. The gross tonnage of Hannover Bridge is 98,747, the ship's length is 336 metres, and its beam is 46 metres. The vessel's main diesel engine is a Daewoo and allows to the ship to reach a maximum speed of 24 knots. The cruising speed of Hannover Bridge is 21 knots and the economy speed is 20.5 knots. All these speeds are reached with more than 20% lower consumption of heavy fuel. The emissions of CO2 are decreased in the new innovated diesel engine, which is less harmful to the environment.",0,Hannover Bridge
"Hannover Bridge is a notable bridge located in Hannover, Germany, spanning the River Leine. The bridge serves as a vital connection for road traffic and pedestrians, linking different parts of the city and enhancing urban mobility. Originally opened in the early 20th century, its design reflects the architectural styles of that period, combining functionality with aesthetic appeal. The bridge has undergone several renovations over the years to accommodate increasing traffic demands and to ensure structural integrity. It is an important landmark within Hannover, contributing to the city’s infrastructure and serving as a symbol of the area's historical and cultural significance.",1,Hannover Bridge
"The Bivings-Converse House is a historic house located at 1 Douglas Street near Glendale, Spartanburg County, South Carolina.",0,Bivings-Converse House
"The Bivings-Converse House is a historic residence located in the West End neighborhood of Boston, Massachusetts. Constructed in 1835, the house showcases Greek Revival architectural style, characterized by its symmetrical façade and classic portico. The property was originally built for prominent Bostonian John Bivings and later acquired by merchant William Converse. It has been recognized for its cultural significance and historical value, being listed on the National Register of Historic Places. The Bivings-Converse House represents the affluent lifestyle of early 19th-century Boston and is an example of the transitional architecture from the Federal to the Greek Revival period in the United States.",1,Bivings-Converse House
"Rhoden is a surname. Notable people with the surname include: Christian Rhoden (born 1974), German high jumper Dwight Rhoden, American choreographer George Rhoden (born 1926), Jamaican athlete Hermann Rhodén (born 1993), Norwegian footballer Jared Rhoden (born 1999), American basketball player John Rhoden (1918–2001), American sculptor Larry Rhoden (born 1959), American politician Phil Rhoden (born 1945), Australian rules footballer Philip Rhoden (1914–2003), Australian army officer Richanda Rhoden (1917-2016), Native-American painter Rick Rhoden (born 1953), American golfer and former baseball player Rudolf Klein-Rhoden (1871–1936), German actor Shawn Rhoden (1975–2021), Jamaican-born American bodybuilder Wayne Rhoden, Jamaican singer William C. Rhoden, American sports journalist",0,Rhoden (surname)
"Rhoden is a surname of English origin, predominantly found in the United States. It is thought to derive from various geographical locations in England, such as the village of Rhoden in Lancashire. The name has various spellings and forms, including Rhoden, Rhoades, and Roaden, with variations appearing in historical records. Individuals with the surname have made notable contributions in various fields, including sports, academia, and the arts. The surname is also associated with a few prominent figures, which has further popularized its recognition.",1,Rhoden (surname)
"In chemistry, a pnictogen bond (PnB) is a non-covalent interaction, occurring where there is a net attractive force between an electrophilic region on a 'donor' pnictogen atom (Pn) in a molecule, and a nucleophilic region on an 'acceptor' atom, which may be in the same or another molecule. Closely related to halogen and chalcogen bonding, pnictogen bonds are a form of non-covalent interaction which can be considered in terms of charge-transfer and electrostatic interactions.",0,Pnictogen bond
"A pnictogen bond is a type of non-covalent interaction that occurs between a pnictogen atom (elements from group 15 of the periodic table, including nitrogen, phosphorus, arsenic, antimony, and bismuth) and a Lewis base. It is characterized by the involvement of the pnictogen's lone pair of electrons, which allows it to act as an electron-deficient site that attracts electron-rich species. This bond is similar to hydrogen bonding but generally involves heavier pnictogens, leading to distinct physical and chemical properties. Pnictogen bonding has garnered interest in areas such as supramolecular chemistry, materials science, and drug design, contributing to the understanding of molecular interactions and the design of new compounds.",1,Pnictogen bond
Kondapi is a village in Prakasam district of the Indian state of Andhra Pradesh. It is the mandal headquarters of Kondapi mandal in Kandukur revenue division.,0,Kondapi
"Kondapi is a village located in the Prakasam district of Andhra Pradesh, India. It falls under the jurisdiction of the Kandukur revenue division and is part of the Srikakulam mandal. The village is primarily known for its agricultural practices, with local farmers engaging in the cultivation of various crops, including paddy and groundnut. Kondapi features a mix of traditional and contemporary lifestyles, with basic amenities such as schools, healthcare facilities, and local markets serving its population. The village is also characterized by its cultural heritage, with celebrations of local festivals and traditions playing a significant role in the community’s social life.",1,Kondapi
"Bhujel are a Tibeto-Burman ethnic group now living in Nepal, India, and Bhutan. They are scattered in several districts, mostly in Tanahu and Syangja. The inhabitants living near the Bhuji Khola river called Bhujel. Bhujel are divided into four subcastes – Bhujyal, Gharti, Nisel and Khawas.",0,Bhujel
"Bhujel is an ethnic group primarily found in the hilly regions of Nepal, particularly in the central and eastern parts of the country. They belong to the broader Magar ethnic community and are considered to be one of the indigenous people of Nepal. The Bhujel people mainly speak the Bhujel language, which is a part of the Indo-Aryan language family. Traditionally, they are engaged in agriculture and farming, with social structures often based on clan affiliations. The culture of the Bhujel is characterized by unique traditions, rituals, and folk songs, reflecting their rich historical heritage. In recent years, efforts have been made to preserve their cultural identity amid modernization and urbanization in Nepal.",1,Bhujel
"Lewis Sprague Mills Sr. (; 5 September 1874 – 7 March 1965) was an American educator, photographer, writer, and local politician noted for his contributions to Connecticut history and to education in Northwestern Connecticut. In November 1960 a regional high school was built in Burlington, Connecticut which was chosen to be named Lewis S. Mills High School after Mills' contributions to education in the area.",0,Lewis S. Mills
"Lewis S. Mills (born April 18, 1995) is an American professional basketball player known for his versatility and athleticism on the court. He played college basketball at Williams College, where he achieved All-American honors. After going undrafted in the 2017 NBA Draft, Mills pursued a professional career overseas, playing for various teams in Europe and Asia. He is recognized for his scoring ability, defensive skills, and leadership qualities, contributing significantly to the teams he has played for. Off the court, Mills is involved in community service, focusing on youth development programs.",1,Lewis S. Mills
Eduardo de Zulueta y Dato (4 December 1923 – 28 July 2020) was a Spanish nobleman and a diplomat.,0,Eduardo de Zulueta y Dato
"Eduardo de Zulueta y Dato (1849–1936) was a Spanish politician and diplomat known for his role in the political landscape of early 20th-century Spain. Born in the province of Santa Cruz de Tenerife, Zulueta served in various governmental positions, including as a minister and later as a senator. He was associated with the Liberal party and played a significant part in the transitions between different Spanish governments during the critical years leading up to the Spanish Civil War. His legacy includes contributions to political reforms and diplomatic relations while navigating the complexities of Spanish politics during a tumultuous era. He passed away in Madrid, leaving behind a notable political legacy.",1,Eduardo de Zulueta y Dato
"The 1991–92 Georgia Southern Eagles men's basketball team represented Georgia Southern University during the 1991–92 NCAA Division I men's basketball season. The Eagles, led by 10th-year head coach Frank Kerns, played their home games at Hanner Fieldhouse in Statesboro, Georgia as members of the Trans America Athletic Conference. The team won the regular season conference title and the TAAC tournament to earn an automatic bid to the NCAA tournament. As the No. 15 seed in the Southeast region, the Eagles lost in the opening round to Oklahoma State, 100–73, to finish with a 25–6 record (13–1 TAAC).",0,1991–92 Georgia Southern Eagles men's basketball team
"The 1991–92 Georgia Southern Eagles men's basketball team represented Georgia Southern University during the 1991–92 NCAA Division I men's basketball season. Under the leadership of head coach Frank Kearse, the team played its home games at Hanner Fieldhouse in Statesboro, Georgia. The Eagles finished the season with a record of 19 wins and 12 losses, including a 12–6 mark in the Southern Conference, allowing them to finish in second place in the conference standings. The team made an appearance in the 1992 NCAA Tournament, where they competed in the East Regional but were eliminated in the first round. This season marked a significant period in the history of Georgia Southern men's basketball as they continued to build their program in Division I competition.",1,1991–92 Georgia Southern Eagles men's basketball team
"Dame Anne Margaret Glover (born 6 February 1954) is CEO and co-founder of Amadeus Capital Partners, a venture capital firm that invests in European high-technology companies.",0,Anne Glover (businesswoman)
"Anne Glover is a prominent Scottish businesswoman known for her roles in technology and venture capital. She served as the CEO of Amadeus Capital Partners, a leading UK venture capital firm, where she was instrumental in fostering innovation and investment in technology startups. Glover has been recognized for her efforts to promote diversity in the tech industry and has held various board positions in several high-profile companies and organizations. Her leadership and contributions have made her a significant figure in entrepreneurship and investment in the UK.",1,Anne Glover (businesswoman)
Livhuwani Ethel Ligaraba is a South African politician who has been a Member of Parliament (MP) for the African National Congress.,0,Livhuwani Ethel Ligaraba
"Livhuwani Ethel Ligaraba is a South African politician and member of the African National Congress (ANC). She has served as a Member of the National Assembly of South Africa, where she has been involved in various legislative initiatives and community outreach programs. Ligaraba is known for her focus on issues such as education, health, and socio-economic development in underserved communities. Her career reflects a commitment to public service and the advancement of social justice in South Africa.",1,Livhuwani Ethel Ligaraba
Dudua tetanota is a moth of the family Tortricidae. It is found in Thailand and India.,0,Dudua tetanota
"Dudua tetanota is a species of moth belonging to the family Erebidae, commonly found in various regions of the Americas. First described by the entomologist Francis Walker in 1858, this moth exhibits a distinct appearance characterized by its striking coloration and patterns, which serve as camouflage against predators. The life cycle of Dudua tetanota includes various stages from egg to larva, pupa, and adult, with larvae primarily feeding on specific host plants. The species plays a role in the ecosystem as both a pollinator and as a prey species for various predators. Its conservation status remains relatively stable, although habitat destruction poses potential threats to its populations.",1,Dudua tetanota
"In enzymology, a lignostilbene alphabeta-dioxygenase (EC 1.13.11.43) is an enzyme that catalyzes the chemical reaction 1,2-bis(4-hydroxy-3-methoxyphenyl)ethylene + O2 ⇌ {\displaystyle \rightleftharpoons } 2 vanillin Thus, the two substrates of this enzyme are 1,2-bis(4-hydroxy-3-methoxyphenyl)ethylene and O2, whereas its product is vanillin. This enzyme belongs to the family of oxidoreductases, specifically those acting on single donors with O2 as oxidant and incorporation of two atoms of oxygen into the substrate (oxygenases). The oxygen incorporated need not be derived from O2. The systematic name of this enzyme class is 1,2-bis(4-hydroxy-3-methoxyphenyl)ethylene:oxygen oxidoreductase (alphabeta-bond-cleaving). It employs one cofactor, iron.",0,Lignostilbene alphabeta-dioxygenase
"Lignostilbene alphabeta-dioxygenase is an enzyme that catalyzes the oxidative cleavage of lignostilbene, a type of stilbene compound, in the presence of molecular oxygen. This enzyme plays a critical role in the metabolic pathways of certain fungi and plants, facilitating the degradation of lignin and contributing to the overall carbon cycle. It introduces two oxygen atoms into the lignostilbene substrate, transforming it into various products that can be further metabolized or utilized in cellular processes. Studies on lignostilbene alphabeta-dioxygenase enhance the understanding of plant-microbe interactions and the biochemical transformations of aromatic compounds. The enzyme's unique mechanisms and potential applications in biotechnology and environmental science continue to be a subject of research.",1,Lignostilbene alphabeta-dioxygenase
"Wendy Turnbull and Virginia Wade defeated Rosie Casals and Sharon Walsh-Pete in the final, 3–6, 6–3, 7–5.",0,1992 Wimbledon Championships – Ladies' invitation doubles
"The Ladies' invitation doubles at the 1992 Wimbledon Championships was a special doubles event held during the prestigious tennis tournament. It featured a select group of female players, including former champions and prominent figures in women's tennis. The competition was part of the Wimbledon tradition that celebrates the history of the sport and honors notable players. The event took place on the outdoor grass courts of the All England Club in Wimbledon, London, contributing to the rich legacy of the tournament. The 1992 edition highlighted the skills and sportsmanship of its participants, with matches drawing attention from fans and media alike.",1,1992 Wimbledon Championships – Ladies' invitation doubles
"Guy Learmonth (born 20 April 1992 in Berwick-upon-Tweed) is a Scottish and Great British athlete specialising in the 800 metres. His personal best currently stands as 1:44.73 and he is the third fastest Scottish 800m athlete of all time. Learmonth reached the final at the 2014 Commonwealth Games, the 2015 European Indoor Championships and the 2022 World Athletics Indoor Championships, finishing sixth overall in all three. He was named the GB&NI captain for the European Indoor Championships in 2019 and also competed outdoors at the 2017 World Championships. He broke the Scottish 800m Junior Record 9 times, and holds the English AAA U20 Indoor & BUCS Championship records.",0,Guy Learmonth
"Guy Learmonth is a Scottish middle-distance runner born on November 23, 1993, in Edinburgh. He specializes in the 800 meters event and has represented Great Britain at various international competitions, including the European Championships and the Commonwealth Games. Learmonth gained prominence for his strong performances on the track and has set personal bests that place him among Scotland's top middle-distance athletes. He is known for his competitive spirit and has contributed to promoting athletics in Scotland.",1,Guy Learmonth
"Koen is an unincorporated community in Prowers County, Colorado, United States.",0,"Koen, Colorado"
"Koen is an unincorporated community located in Otero County, Colorado, United States. It is part of the larger La Junta area. The community is situated along the Arkansas River and is characterized by its rural landscape and agricultural surroundings. Koen does not have a formal governance structure as it is unincorporated, which means it is administered as part of the county. The area is primarily served by the local school district and is noted for its small-town charm and proximity to larger urban centers.",1,"Koen, Colorado"
"Andrew David Davies (born 5 May 1952) is a Welsh politician who represented the constituency of Swansea West in the National Assembly for Wales from 1999 to 2011. He is a member of Welsh Labour. Davies was born in Hereford to Welsh parents; his mother is from Llandeilo and his father from Holywell, Flintshire. Davies attended Hereford Cathedral School and Swansea University, where he trained as a teacher.",0,Andrew Davies (Labour politician)
"Andrew Davies is a Welsh Labour politician who has served as a Member of the National Assembly for Wales (AM) since its establishment in 1999. He represents the South Wales Central constituency and has held various positions within the Welsh Government, including Minister for Finance and Minister for Transport. Davies has been influential in shaping policies related to economic development and public transport in Wales. Before entering politics, he worked in the public sector and for the Labour Party in various capacities. His legislative work focuses on issues such as infrastructure, social justice, and environmental sustainability.",1,Andrew Davies (Labour politician)
"This page lists Japan-related articles with romanized titles beginning with the letter M. For names of people, please list by surname (i.e., ""Tarō Yamada"" should be listed under ""Y"", not ""T""). Please also ignore particles (e.g. ""a"", ""an"", ""the"") when listing articles (i.e., ""A City with No People"" should be listed under ""City"").",0,Index of Japan-related articles (M)
"The Index of Japan-related articles (M) is a curated listing of topics, articles, and subcategories in Wikipedia that begin with the letter ""M"" and are related to Japan. This index serves as a navigational tool for users seeking information about various aspects of Japanese culture, history, geography, economy, and other relevant fields. It includes entries on notable figures, places, events, and concepts associated with Japan, allowing for easier access to relevant content and facilitating comprehensive understanding of Japan's contributions to global society.",1,Index of Japan-related articles (M)
Manar Khaled Fayyad or Al Fayyad (Arabic: منار خالد فياض) is a Jordanian chemist and former President of the German Jordanian University.,0,Manar Fayyad
"Manar Fayyad is a Palestinian artist and activist known for her contributions to contemporary art and her advocacy for social justice issues in the Palestinian community. Fayyad's work often addresses themes of identity, displacement, and the human experience through various mediums, including painting, photography, and installation. She has exhibited her art in multiple galleries and cultural institutions both locally and internationally, earning recognition for her powerful visual narratives that reflect the struggles and resilience of her people. Fayyad is also involved in community outreach, using art as a tool for education and empowerment.",1,Manar Fayyad
Berkelium(III) nitride is a binary inorganic compound of berkelium and nitrogen with the chemical formula BkN.,0,Berkelium(III) nitride
"Berkelium(III) nitride is an inorganic compound with the formula BkN, consisting of berkelium in its +3 oxidation state and nitrogen. It is part of the actinide series and is notable for its radioactivity and rarity, given that berkelium is a synthetic element typically produced in trace amounts in nuclear reactors. This compound is of interest in materials science and nuclear chemistry due to its potential applications in advanced nuclear materials and as a source of neutron production. Due to the challenges associated with working with radioactive materials, research on berkelium(III) nitride is limited, and its properties are less well-characterized compared to more stable nitrides.",1,Berkelium(III) nitride
"TV Jangadeiro (channel 12) is a television station licensed to Fortaleza, Ceará, affiliated with SBT and it is part of the pool of enterprises named Sistema Jangadeiro de Comunicação.",0,TV Jangadeiro
"TV Jangadeiro is a Brazilian television network based in Fortaleza, Ceará. It was founded in 1992 and is part of the Sistema Jangadeiro de Comunicação, which also includes radio stations and other media outlets. The network originally focused on local programming, including news, sports, and entertainment, and has gradually expanded its reach in the Northeastern region of Brazil. TV Jangadeiro is associated with several national television networks, allowing it to broadcast a variety of programs while maintaining a strong emphasis on regional content. The station is known for its commitment to community engagement and local culture.",1,TV Jangadeiro
"The Air Rescue Wing Matsushima Detachment (松島救難隊 (matsushima-kyūnan-tai)) is a unit of the Air Rescue Wing of the Japan Air Self-Defense Force. It is also known as the Matsushima Air Rescue Squadron. Responsible for airborne search and rescue, it is based at Matsushima Air Base in Iwate Prefecture. It is equipped with UH-60J and U-125A aircraft.",0,Air Rescue Wing Matsushima Detachment (JASDF)
"The Air Rescue Wing Matsushima Detachment is a unit of the Japan Air Self-Defense Force (JASDF), primarily responsible for air rescue operations. Located in Matsushima, Miyagi Prefecture, the detachment operates search and rescue missions using helicopters and other aviation resources. Established to provide rapid response capabilities for disaster relief and emergency assistance, the unit plays a critical role in supporting civilian authorities, especially during natural disasters such as earthquakes and tsunamis. The Matsushima Detachment is equipped with advanced technology and highly trained personnel, ensuring effective support for both domestic and international humanitarian efforts.",1,Air Rescue Wing Matsushima Detachment (JASDF)
Deniz Barış (born 2 July 1977) is a Turkish former professional footballer who played as a defensive midfielder or centre-back.,0,Deniz Barış
"Deniz Barış is a retired Turkish footballer born on 19 July 1983 in Istanbul, Turkey. Primarily a defender, he began his professional career with Zeytinburnuspor and subsequently played for several clubs in Turkey, including MKE Ankaragücü, where he gained recognition. Barış is also known for his time at other clubs such as Konyaspor and Manisaspor. He made significant contributions to each team he played for, earning respect for his defensive skills and leadership on the pitch. After retiring from professional football, he transitioned into coaching and football management.",1,Deniz Barış
"Sun (Italian: Sole) is a 1929 Italian silent drama film directed by Alessandro Blasetti and starring Marcello Spada, Vasco Creti and Dria Paola. The film was set around the planned draining of the Pontine Marshes by Benito Mussolini's Fascist government. It was shot partly on location, which added a sense of realism. Mussolini was impressed by the result and described it as ""the dawn of the Fascist film"". The film was destroyed during the Second World War, and survives only in still photographs.",0,Sun (film)
"""Sun"" is a 2021 Indian drama film directed by A. L. Vijay. The story revolves around the themes of family, sacrifice, and resilience, highlighting the journey of a father who navigates life's challenges to support his children. The film stars notable actors including Dulquer Salmaan and Aditi Rao Hydari, and features a score composed by the acclaimed music director Ilaiyaraaja. ""Sun"" received mixed reviews from critics, with praise for its emotional depth and performances, while some criticism was directed towards its pacing and storyline execution. The film contributes to the ongoing conversation about familial bonds and the struggles of parenting in contemporary society.",1,Sun (film)
"The Waterloo-Cedar Falls Courier is an online newspaper that is published three times a week by Lee Enterprises for people living in Waterloo and Cedar Falls, Iowa as well as northeast Iowa.",0,The Waterloo-Cedar Falls Courier
"The Waterloo-Cedar Falls Courier is a daily newspaper based in Waterloo, Iowa, serving the surrounding areas of Cedar Falls and northeastern Iowa. Founded in 1892, it provides local, state, and national news coverage, along with features on sports, entertainment, and community events. The newspaper has a significant online presence, offering digital subscriptions and a website that includes multimedia content. The Courier operates under the ownership of Lee Enterprises, which oversees several newspapers across the United States. It plays a vital role in the community by keeping residents informed and engaged with local issues and events.",1,The Waterloo-Cedar Falls Courier
"The Psychoanalytic Quarterly is a quarterly academic journal of psychoanalysis established in 1932 and, since 2018, published by Taylor & Francis. The journal describes itself as ""the oldest free-standing psychoanalytic journal in America"". The current editor-in-chief is Neal Vorus.",0,The Psychoanalytic Quarterly
"The Psychoanalytic Quarterly is a peer-reviewed academic journal that focuses on the field of psychoanalysis. Established in 1932, the journal publishes scholarly articles, theoretical discussions, and clinical case studies that advance psychoanalytic theory and practice. It serves as a platform for psychoanalysts, psychologists, and other mental health professionals to share research and insights related to psychoanalytic concepts and treatments. The journal is known for its emphasis on the integration of psychoanalytic theory with contemporary psychological understanding and is recognized as a significant publication within the field.",1,The Psychoanalytic Quarterly
"Fred (Friedrich) Neufeld (17 February 1869 – 18 April 1945) was a physician and bacteriologist who discovered the pneumococcal types. This discovery led Fred Griffith to show that one pneumococcal type could be transformed into another (Griffith's experiment). Subsequently, Oswald Avery demonstrated that the transforming substance was DNA. All modern molecular biology has evolved from this work.",0,Fred Neufeld
"Fred Neufeld is a Canadian mathematician known for his contributions to number theory, particularly in the areas of Diophantine equations and algebraic geometry. He has published numerous research papers and has been involved in various mathematical conferences and collaborations. Neufeld is also recognized for his efforts in mathematics education and outreach, promoting the subject among high school and university students. His work has garnered attention within the mathematical community, contributing to a deeper understanding of complex mathematical concepts.",1,Fred Neufeld
"Hilliard P. Jenkins (February 29, 1922 - August 23, 1992) was an American farmer, philanthropist, and civic leader. His family homestead, located in Loxley, Alabama, was considered one of the state's richest farms, and he earned distinction for his agricultural techniques. Jenkins also maintained leadership positions in a number of statewide and county organizations, including the Alabama Democratic Conference.",0,Hilliard P. Jenkins
"Hilliard P. Jenkins (born October 18, 1921) was an American politician and member of the Democratic Party who served as a member of the Pennsylvania House of Representatives from 1955 to 1964. Jenkins represented the 27th District and was active in various legislative efforts during his tenure. Following his time in the House, he continued to engage in public service and local community activities. His contributions to Pennsylvania politics are noted for their focus on education and social issues. Jenkins passed away on January 15, 1994.",1,Hilliard P. Jenkins
"Han Young-suk (Korean: 한영숙; Hanja: 韓英淑; February 2, 1920 – October 8, 1990), was an Ingan-munhwage for the Seungmu and Hakmu, which is an Important Intangible Cultural Properties of Korea. She was designated on July 4, 1969. She was a master of Korean dance especially Seungmu, Hakmu, Taepyeongmu and Salpuri. She used Byeoksa (Korean: 벽사; Hanja: 碧史) as a pseudonym.",0,Han Young-suk
"Han Young-suk is a South Korean politician and member of the Democratic Party of Korea. She was born on November 19, 1964, in Gangneung, South Korea. Han serves as a member of the National Assembly, where she has focused on issues such as social welfare, education, and women's rights. She has held multiple positions within the party and has been active in legislative activities since her election. Han is recognized for her advocacy work and contributions to various social initiatives in South Korea.",1,Han Young-suk
"Arena Arda is a football stadium in Kardzhali, Bulgaria, and the home ground of Arda Kardzhali.",0,Arena Arda
"Arena Arda is a multi-purpose sports complex located in the city of Sofia, Bulgaria. Opened in 2019, it primarily serves as a venue for indoor sporting events, concerts, and cultural activities. With a seating capacity of approximately 12,000, Arena Arda is designed to host a range of events, including basketball, volleyball, and handball matches, as well as concerts and exhibitions. The arena features modern facilities, including practice areas, hospitality suites, and advanced audiovisual technology, making it a key venue for both local and international events. Its establishment has contributed to the development of sports and entertainment in Bulgaria, providing a platform for various activities and fostering community engagement.",1,Arena Arda
"Artur Manuel Ribeiro Soares Dias (born 14 July 1979) is a former Portuguese football referee who was a listed international referee for FIFA and UEFA from 2010 to 2024. After having accompanied his countryman Olegário Benquerença in several UEFA Champions League as additional assistant referee, Soares Dias refereed matches at 2012–13 UEFA Europa League. Furthermore, he was appointed by the European football governing body to take charge of the Under-21 Championship play-off match between Italy and Sweden. He was in the U20 World Cup in New Zealand in 2015 and refereed the quarter-final USA vs Serbia. He was also in Serbia in U17 Euro and refereeing the semi-final in 2011. On 5 January 2017, while Soares Dias was getting ready to do his training in Maia, two days before officiating the Primeira Liga match between Paços de Ferreira and FC Porto, he and his family received death threats by individuals whom he identified as being part of Super Dragões, an official supporters group of FC Porto. He reported the incident to the police against ""unknown individuals"". On 13 May 2024, he was selected by UEFA to referee the Europa Conference League final between Olympiacos and Fiorentina.",0,Artur Soares Dias
"Artur Soares Dias is a Portuguese football referee, born on 22 November 1978 in Porto, Portugal. He is known for officiating matches in the Primeira Liga, the top tier of Portuguese football, as well as in various international competitions. Soares Dias became a FIFA-listed referee in 2013, allowing him to officiate international matches, including European club competitions and national team games. He has been recognized for his consistent performances and is regarded as one of the leading referees in Portugal. His career includes numerous domestic cup finals and significant matches across European tournaments.",1,Artur Soares Dias
"Bilbrough () is a village and civil parish in the county of North Yorkshire, England, 6 miles (10 km) south-west of York, and just outside the York city boundary. According to the 2001 Census it had a population of 319 increasing to 348 at the 2011 census. The village was historically part of the West Riding of Yorkshire until 1974. From 1974 to 2023 it was part of the district of Selby. It is now administered by the unitary North Yorkshire Council.",0,Bilbrough
"Bilbrough is a small village located in North Yorkshire, England, situated approximately 7 miles south of York. Historically part of the East Riding of Yorkshire, it has a population that sits within the civil parish of Bilbrough, where it is known for its rural character and community-oriented atmosphere. The village primarily features residential properties, agricultural land, and several local amenities, contributing to its appeal as a quiet residential area. Bilbrough is also linked to transportation routes including the nearby A64 road, providing access to larger cities and towns in the region. The village falls under the jurisdiction of the City of York council and is served by local schools and services.",1,Bilbrough
"Derrynaflaw (likely from Irish Doire na Flatha, meaning 'the oakgrove of the chief'), also known as Dernaflaw, is a small village and townland in County Londonderry, Northern Ireland. It is about 2 kilometres west of Dungiven on the Foreglen Road. It is designated as a Hamlet and in the 2001 Census it had a population of 168 people. It lies within Causeway Coast and Glens district.",0,Derrynaflaw
"Derrynaflaw is a townland located in County Tyrone, Northern Ireland. It is situated within the civil parish of Arboe and lies in the historical barony of Dungannon Upper. The name Derrynaflaw is derived from the Irish ""Daire na Flá,"" which translates to ""oak grove of the flood."" The area is characterized by its rural landscape and features a mix of agricultural land and residences. Derrynaflaw is notable for its proximity to various local landmarks and its contributions to the cultural heritage of the region. The population and demographic trends of the townland reflect the broader social patterns of Northern Ireland.",1,Derrynaflaw
"Contract with Death (Russian: Контракт со смертью, romanized: Kontrakt so smertyu) is a 1998 Russian/Belarusian crime drama film directed by Dmitry Astrakhan. The film was nominated for Grand Prize of the Festival at the 1998 Sochi Open Russian Film Festival.",0,Contract with Death
"""Contract with Death"" is a 1992 horror film directed by John R. Hand and starring Michael McCoy and Lisa L. Black. The plot revolves around a man who is granted the opportunity to make a deal with Death to extend his life, but as the agreement unfolds, he faces moral dilemmas and unintended consequences. The film blends elements of supernatural drama and psychological horror, exploring themes of mortality and the human desire to evade death. Despite its modest budget and independent production, ""Contract with Death"" has garnered a following among fans of the genre and is noted for its unique premise and exploration of existential themes.",1,Contract with Death
"Yasmeen Mjalli (born 1996) is an American and Palestinian fashion designer, photographer and anti-street harassment activist. She is the founder of the fashion brand Nöl Collective and the Not Your Habibti campaign.",0,Yasmeen Mjalli
"Yasmeen Mjalli is a Palestinian-American activist, entrepreneur, and advocate for women's rights and social justice in Palestine. She is best known for her work in promoting gender equality and empowerment through various initiatives, including co-founding the non-profit organization ""The Women's Center for Legal Aid and Counseling"" in Ramallah. Mjalli has been vocal about issues such as the impact of the Israeli occupation on Palestinian women and has participated in numerous international forums to raise awareness about these challenges. Additionally, she has engaged in art and dialogue projects to foster cross-cultural understanding and support for contemporary Palestinian culture.",1,Yasmeen Mjalli
